TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,COMP_AUTO,AUTO_JB_WT,AUTO_HH_WT
973,15244,2205.012000,7.3,0.0,3018,2287,3018,22032,0
974,15245,3188.560000,4.1,0.0,2233,1763,2233,9153,0
975,15246,1662.081000,4.1,0.0,3486,2724,3486,14293,0
976,15247,1415.369000,5.1,0.0,4015,3358,4015,20475,0
977,15248,1873.278000,5.1,0.0,1424,1276,1424,7265,0
978,15249,3519.051000,1.3,0.0,1431,1189,1431,1860,0
979,15250,754.306500,9.3,0.0,3688,3125,3688,34294,0
980,15251,604.071000,9.3,0.0,3266,2811,3266,30377,0
981,15252,600.625900,10.5,0.0,3272,2815,3272,34353,0
982,15253,474.970000,5.3,0.0,1293,1233,1293,6853,0
983,15254,367.415000,2.7,7.0,1296,1235,1259,3498,8648
984,15255,1075.884000,0.0,0.0,1068,1025,0,0,0
985,15256,368.146900,8.9,0.0,1718,1580,1718,15293,0
986,15257,157.507500,0.0,0.0,2216,1996,0,0,0
987,15258,236.744000,1.1,0.0,2201,1983,2201,2421,0
988,15259,251.227000,3.2,0.0,1589,1466,1589,5083,0
989,17001,120.789000,0.0,109.6,1340,892,892,0,97723
990,17002,233.178000,38.9,10.8,1365,936,1304,53103,10113
991,17003,166.346900,33.4,0.0,1398,945,1398,46696,0
992,17004,64.793700,23.5,95.9,1469,1001,1137,34520,95966
993,17005,200.130600,31.9,44.4,1416,972,1215,45179,43153
994,17006,43.394600,41.5,13.8,1471,1002,1394,61051,13832
995,17007,40.025000,27.2,9.4,1377,923,1299,37455,8676
996,17008,43.273700,40.7,90.1,1468,995,1199,59751,89676
997,17009,29.128900,21.4,95.5,1488,1009,1140,31848,96330
998,17010,28.786900,31.9,28.0,1484,1000,1318,47349,27988
999,17011,261.636600,25.6,145.5,1458,977,1087,37328,142197
1000,17012,65.117700,70.0,43.4,1450,983,1323,101465,42645
1001,17013,43.127000,48.9,175.2,1474,998,1150,72082,174897
1002,17014,43.174000,35.0,73.9,1470,988,1201,51452,73026
1003,17015,61.202000,8.2,43.0,1467,984,1101,12029,42295
1004,17016,86.472000,0.0,0.0,1329,897,0,0,0
1005,17017,79.757500,66.2,10.2,1420,959,1382,94027,9783
1006,17018,64.351000,25.2,4.6,1413,956,1368,35607,4397
1007,17019,854.405000,29.2,23.7,892,646,812,26060,15314
1008,17020,566.663000,33.0,38.4,907,658,805,29935,25248
1009,17021,1090.031000,16.4,22.5,161,195,177,2646,4396
1010,17022,1439.414000,22.2,13.3,152,184,160,3367,2443
1011,17023,2037.614000,13.6,3.9,118,138,121,1602,537
1012,17024,2063.068000,8.1,12.5,114,133,123,923,1665
1013,17025,2477.003000,88.2,551.4,1065,535,647,93928,294731
1014,17026,3093.351000,149.0,214.8,810,479,657,120750,102873
1015,17027,628.056000,3.4,0.0,903,511,903,3072,0
1016,17028,899.362000,46.3,132.5,858,506,636,39745,67042
1017,17029,455.706000,2.2,0.0,807,501,807,1774,0
1018,17030,169.612000,5.9,0.0,735,474,735,4334,0
1019,17031,446.140000,6.1,0.0,700,460,700,4268,0
1020,17032,123.192000,32.0,33.9,692,460,602,22132,15603
1021,17033,68.302900,20.7,2.2,688,460,674,14238,1013
1022,17034,103.629600,1.1,0.0,650,438,650,715,0
1023,17035,152.594000,1.2,0.0,639,431,639,766,0
1024,17036,136.944000,2.2,1.6,601,410,543,1321,656
1025,17037,93.969000,1.1,0.0,608,414,608,668,0
1026,17038,146.519000,1.1,0.0,554,385,554,610,0
1027,17039,132.284500,0.0,0.0,557,387,0,0,0
1028,17040,196.504800,0.0,0.0,570,416,0,0,0
1029,17041,150.227000,0.0,0.0,530,395,0,0,0
1030,17042,111.931000,47.0,8.4,536,399,523,25180,3354
1031,17043,73.895000,3.9,0.0,537,400,537,2094,0
1032,17044,165.107000,6.9,0.0,568,415,568,3922,0
1033,17045,138.059500,29.3,1.8,547,405,542,16022,729
1034,17046,172.086000,3.7,0.0,541,415,541,2003,0
1035,17047,312.590000,7.2,0.0,499,385,499,3595,0
1036,17048,203.057000,38.3,62.5,568,436,503,21736,27240
1037,17049,101.390700,62.6,259.8,576,443,481,36045,115063
1038,17050,74.612000,33.3,37.3,572,444,521,19061,16556
1039,17051,157.514000,16.0,32.7,562,431,490,8984,14085
1040,17052,141.450000,55.2,65.7,578,444,523,31930,29191
1041,17053,82.546000,59.4,6.5,570,442,563,33880,2876
1042,17054,48.602000,8.3,8.8,568,443,520,4713,3902
1043,17055,99.938000,22.0,7.7,561,438,540,12353,3376
1044,17056,183.407000,0.0,3.1,547,429,429,0,1329
1045,17057,131.428000,27.2,12.0,503,394,480,13674,4724
1046,17058,158.486900,19.5,0.0,515,403,515,10045,0
1047,17059,108.000500,10.5,0.0,547,427,547,5743,0
1048,17060,231.203000,4.1,0.0,502,393,502,2059,0
1049,17061,122.948000,12.2,0.0,513,402,513,6254,0
1050,17062,158.784900,2.8,0.0,521,408,521,1460,0
1051,17063,160.688000,5.3,0.0,522,410,522,2765,0
1052,17064,2912.688000,13.4,0.0,114,138,114,1524,0
1053,17065,1258.342000,4.8,0.0,128,154,128,617,0
1054,17066,1324.082000,3.7,2.2,129,155,136,478,341
1055,17067,1905.707000,18.4,41.1,137,161,151,2527,6615
1056,17068,1211.723000,25.8,44.1,146,172,159,3763,7568
1057,17069,3194.522000,46.6,0.0,128,159,128,5981,0
1058,17070,21355.999000,18.0,36.0,370,245,302,6656,8803
1059,17071,33555.205000,9.5,0.0,102,91,102,969,0
1060,17072,34448.719000,0.0,4.6,355,233,233,0,1070
1061,17073,205.089000,8.5,0.0,1308,885,1308,11116,0
1062,17074,173.914800,0.0,1.1,1372,930,930,0,1023
1063,17075,75.967500,6.3,31.6,1383,938,1049,8711,29632
1064,17076,108.572500,0.0,11.2,1335,902,902,0,10108
1065,17077,217.216000,57.5,0.0,1364,923,1364,78420,0
1066,17078,110.051000,0.0,0.0,1375,926,0,0,0
1067,17079,99.830600,0.0,3.6,1444,974,974,0,3507
1068,17080,216.042000,13.0,26.5,1429,951,1167,18576,25211
1069,17081,67326.182000,7.4,18.6,420,300,348,3104,5584
1070,17082,7233.891000,21.4,7.0,529,406,509,11312,2844
1071,17083,12698.093000,1.1,0.0,558,449,558,614,0
1072,17084,5755.891000,15.8,0.0,631,479,631,9969,0
1073,17085,4838.609000,16.7,6.7,879,609,827,14676,4083
1074,17086,8739.561000,17.2,8.1,1022,672,945,17581,5443
1075,17087,80609.001000,9.7,4.2,428,205,382,4151,861
1076,17088,3467.685000,66.4,12.7,785,405,746,52106,5144
1077,17089,1181.461000,0.0,3.2,1095,566,566,0,1812
1078,17090,1122.312900,1.5,1.4,1028,518,846,1542,725
1079,17091,7406.658000,0.0,0.0,302,139,0,0,0
1080,17092,6540.612000,3.3,0.0,181,89,181,596,0
1081,17093,8009.209000,0.0,0.0,177,87,0,0,0
1082,17094,229476.915000,6.4,1.5,117,90,114,751,136
1083,17095,4549.001000,1.6,13.5,1115,717,783,1784,9684
1084,17096,8823.294000,0.0,0.0,561,390,0,0,0
1085,17097,552.928000,4.6,0.0,1419,940,1419,6526,0
1086,17098,1403.989000,10.8,0.0,1009,671,1009,10895,0
1087,17099,271.559600,0.0,7.1,1222,817,817,0,5798
1088,17100,338.765600,1.5,0.0,1030,713,1030,1546,0
1089,17101,262.517000,0.0,0.0,1389,961,0,0,0
1090,17102,455.287900,9.8,2.8,1371,948,1309,13435,2655
1091,17103,433.153000,5.6,0.8,1357,950,1325,7597,760
1092,17104,1334.624500,6.6,0.0,1164,809,1164,7683,0
1093,17105,1149.066000,6.6,0.0,809,559,809,5338,0
1094,17106,6854.829700,1.5,0.0,442,310,442,663,0
1095,17107,1195.452000,6.6,0.0,1050,748,1050,6927,0
1096,17108,1141.587000,0.0,0.0,1233,882,0,0,0
1097,17109,898.141000,9.8,0.0,1262,896,1262,12365,0
1098,17110,8055.720000,5.6,1.8,1082,802,1037,6060,1444
1099,17111,16204.504000,3.2,0.0,842,621,842,2695,0
1100,17112,42351.684000,1.1,0.0,438,373,438,482,0
1101,17113,502355.227000,13.8,13.8,2,1,2,27,17
1102,17114,3649.905000,3.3,0.0,795,447,795,2624,0
1103,17115,289.199000,0.0,0.0,640,441,0,0,0
1104,17116,753.309000,0.0,0.0,572,405,0,0,0
1105,17117,438.783000,6.1,0.0,519,386,519,3167,0
1106,17118,134863.897000,2.1,0.0,62,50,62,130,0
1107,17119,911.628000,3.1,7.7,507,388,436,1571,2987
1108,17120,637.936000,8.3,13.1,535,410,474,4442,5370
1109,17121,344.264000,3.6,0.0,428,328,428,1539,0
1110,17122,208.884000,8.8,0.0,516,398,516,4545,0
1111,17123,132.964000,1.5,33.7,515,398,406,773,13402
1112,17124,193.987000,1.5,0.0,547,428,547,820,0
1113,17125,81.100000,0.0,0.0,544,428,0,0,0
1114,17126,81.681000,0.0,0.0,543,427,0,0,0
1115,17127,524.695000,1.5,12.3,511,402,421,766,4950
1116,17128,589.436000,3.6,0.0,454,355,454,1635,0
1117,17129,1361.043000,9.8,0.0,463,365,463,4538,0
1118,17130,1446.217500,6.6,0.0,417,329,417,2750,0
1119,17131,3325.732000,0.0,0.0,345,272,0,0,0
1120,17132,949.512000,0.0,0.0,470,371,0,0,0
1121,17133,2391.344000,0.0,0.0,407,322,0,0,0
1122,17134,354491.791000,3.2,0.0,8,7,8,27,0
1123,17135,3208.330000,27.8,0.0,111,143,111,3098,0
1124,17136,130308.406000,1.1,0.0,36,40,36,40,0
1125,17137,335161.302000,4.2,0.0,0,2,0,2,0
1126,17138,15066.570000,28.0,7.4,6,60,13,164,440
1127,17139,42005.048000,20.9,0.0,4,41,4,90,0
1128,17140,66094.857000,2.1,0.0,2,10,2,4,0
1129,17141,196900.258000,0.0,0.0,0,0,0,0,0
1130,19001,119.849000,4.3,11.7,6023,3249,4307,25900,38012
1131,19002,165.699000,8.5,150.0,5986,3226,3465,50879,483871
1132,19003,206.100000,228.5,166.9,6040,3289,5205,1380172,548976
1133,19004,118.770000,300.8,33.3,6100,3363,5930,1834739,111990
1134,19005,82.961000,29.9,11.2,6338,3499,5819,189499,39188
1135,19006,101.253000,1.0,29.4,6181,3353,3505,6181,98571
1136,19007,133.402000,272.4,435.6,6356,3453,4939,1731341,1504002
1137,19008,151.436000,238.3,436.5,6097,3283,4628,1452867,1432967
1138,19009,13.277800,23.2,150.1,6284,3388,3984,145781,508487
1139,19010,20.900800,17.1,509.0,6379,3447,3604,109083,1754707
1140,19011,123.204000,33.2,457.7,6229,3351,3663,206815,1533682
1141,19012,225.894000,260.2,686.2,6529,3592,4734,1698918,2464953
1142,19013,234.439000,0.0,1.6,6231,3357,3357,0,5372
1143,19014,60.981000,65.1,324.0,6479,3512,4259,421776,1137837
1144,19015,43.435700,68.6,740.6,6345,3443,3833,435254,2549937
1145,19016,41.140600,76.7,192.9,6135,3369,4475,470548,649903
1146,19017,29.301000,46.4,221.7,6346,3431,4188,294452,760581
1147,19018,28.877000,76.7,108.7,6168,3444,4920,473084,374386
1148,19019,108.890000,66.5,533.1,6571,3731,4223,436984,1989224
1149,19020,38.420000,4.3,209.4,6582,3709,3805,28302,776696
1150,19021,218.242000,0.0,0.0,5005,3037,0,0,0
1151,19022,62.174000,167.2,21.8,6146,3429,5950,1027657,74746
1152,19023,114.118000,299.0,78.7,5229,3177,4950,1563465,250018
1153,19024,139.490700,133.5,41.2,6071,3589,5685,810490,147872
1154,19025,79.748500,75.9,28.7,6199,3751,5748,470468,107650
1155,19026,74.253800,92.6,371.9,6142,3522,4294,568756,1309808
1156,19027,117.522600,217.3,22.7,6269,3794,6124,1362302,86120
1157,19028,579.823000,111.1,138.1,6061,3438,4944,673352,474721
1158,19029,230.220000,1.0,0.0,4457,2718,4457,4457,0
1159,19030,170.987000,30.8,20.4,4718,2989,4228,145324,60966
1160,19031,99.492900,130.2,7.0,3368,2432,3339,438566,17026
1161,19032,119.224500,59.6,58.4,6156,3736,5263,366907,218195
1162,19033,1138.700000,132.0,7.6,67,241,73,8843,1832
1163,19034,520.465000,7.8,0.0,78,240,78,612,0
1164,19035,1681.694000,49.4,3.8,67,224,74,3313,852
1165,19036,1806.250000,7.1,0.0,98,234,98,695,0
1166,19037,79235.352000,0.0,0.0,4,3,0,0,0
1167,19038,306812.153000,2.0,0.0,2,2,2,5,0
1168,19039,102140.952000,0.0,0.0,0,0,0,0,0
1169,19040,84748.918000,4.1,0.0,21,17,21,88,0
1170,19041,171285.021000,14.3,0.0,8,30,8,109,0
1171,19042,4558.060000,21.0,0.0,502,320,502,10540,0
1172,19043,2309.560000,4.0,0.0,628,390,628,2511,0
1173,19044,5321.984000,0.0,0.0,492,294,0,0,0
1174,19045,4476.021000,0.0,0.0,363,236,0,0,0
1175,19046,128505.419000,1.0,0.0,369,218,369,369,0
1176,19047,5740.145000,28.2,9.8,442,255,410,12470,2504
1177,19048,303722.773000,4.0,0.0,107,54,107,427,0
1178,19049,271931.407000,6.1,0.0,6,4,6,36,0
1179,19050,7019.552000,4.7,0.0,3136,1606,3136,14739,0
1180,19051,33811.066000,3.0,0.0,3461,1777,3461,10382,0
1181,19052,14083.238000,0.0,0.0,323,162,0,0,0
1182,19053,9505.582000,22.9,0.0,6012,3318,6012,137675,0
1183,19054,547.196000,1.0,73.2,5668,3028,3088,5668,221684
1184,19055,725.865000,0.0,0.0,4510,2354,0,0,0
1185,19056,3127.974000,3.0,0.0,32,155,32,96,0
1186,19057,2205.644000,12.5,0.0,47,199,47,590,0
1187,19058,592.485000,3.6,0.0,55,213,55,196,0
1188,19059,2613.143000,0.0,0.0,14,46,0,0,0
1189,19060,20977.918000,0.0,0.0,25,130,0,0,0
1190,19061,25212.757000,4.0,0.0,9,16,9,35,0
1191,19062,6935.412000,12.4,0.0,133,210,133,1645,0
1192,19063,7514.962000,3.0,0.0,166,121,166,499,0
1193,19064,28916.150000,2.0,0.0,1608,1009,1608,3215,0
1194,19065,594.906000,53.9,0.0,3395,2446,3395,182977,0
1195,19066,88.590000,82.3,11.3,2982,2347,2934,245445,26521
1196,19067,145.455000,56.7,198.1,5973,3736,4461,338682,740083
1197,19068,684.240000,157.7,177.3,5377,3132,4476,847963,555220
1198,19069,554.697000,155.4,7.3,2027,1880,2023,314955,13721
1199,19070,274.285000,121.4,49.2,2190,2003,2154,265856,98570
1200,19071,164.487000,83.9,235.6,5545,3384,4192,465234,797332
1201,19072,216.263000,72.6,63.2,5443,3431,4755,395152,216870
1202,19073,355.965600,35.7,2.9,1808,1729,1805,64555,5013
1203,19074,415.443000,50.9,32.6,1590,1547,1578,80925,50438
1204,19075,240.611000,53.0,2.0,1672,1618,1671,88616,3236
1205,19076,1884.526000,0.0,0.0,1097,1144,0,0,0
1206,19077,399.042000,68.6,31.4,1186,1226,1195,81351,38507
1207,19078,653.443000,153.6,15.5,5105,3205,4997,784182,49674
1208,19079,510.136000,0.0,0.0,5047,2855,0,0,0
1209,21001,476.347700,4.3,0.0,12092,10587,12092,51997,0
1210,21002,693.694700,0.0,0.0,12003,10515,0,0,0
1211,21003,163.861800,0.0,0.0,13244,11525,0,0,0
1212,21004,241.966000,19.3,6.4,13151,11496,12878,253821,73574
1213,21005,160.367000,0.0,0.0,8192,7805,0,0,0
1214,21006,406.401000,34.1,8.9,8469,8033,8410,288777,71494
1215,21007,171.034000,35.8,2.8,13769,11961,13689,492937,33491
1216,21008,245.500900,57.7,53.9,13615,11889,12997,785597,640804
1217,21009,161.828000,32.1,1.1,12807,11282,12777,411114,12411
1218,21010,147.744000,173.3,16.3,12165,10906,12098,2108169,177772
1219,21011,423.429000,293.9,1.7,8773,8268,8771,2578257,14056
1220,21012,243.541000,26.3,2.3,11857,10570,11793,311828,24311
1221,21013,422.067000,242.7,19.1,14631,12509,14536,3551012,238922
1222,21014,364.148000,289.4,85.9,14351,12356,14051,4153188,1061381
1223,21015,245.761000,326.2,18.9,12608,11131,12559,4112796,210369
1224,21016,236.626000,262.6,100.7,13636,11891,13311,3580784,1197450
1225,21017,136.389000,2.2,3.5,13742,11840,12816,30232,41440
1226,21018,334.412600,269.1,90.2,15292,12960,14903,4115006,1169003
1227,21019,220.896000,22.7,0.0,14992,12738,14992,340329,0
1228,21020,233.120000,13.5,12.9,15213,12715,14306,205376,164029
1229,21021,270.062000,49.5,6.3,15375,12964,15205,761080,81671
1230,21022,401.063000,35.5,8.8,16328,13642,15982,579634,120051
1231,21023,487.879000,38.4,2.3,16227,13106,16119,623121,30143
1232,21024,370.306000,160.0,41.6,16506,13552,16109,2640936,563759
1233,21025,243.265000,122.5,255.6,16144,13403,14624,1977678,3425736
1234,21026,327.911000,107.4,118.4,17667,14591,16447,1897467,1727611
1235,21027,661.335600,259.3,187.2,17433,14281,16484,4520252,2673412
1236,21028,1320.036000,5.3,0.0,14186,11550,14186,75185,0
1237,21029,320.646000,8.0,0.0,16746,13505,16746,133967,0
1238,21030,351.715000,8.9,18.7,17489,13873,15478,155657,259426
1239,21031,155.487000,0.0,126.7,16706,13047,13047,0,1653002
1240,21032,380.285000,209.5,50.7,16452,13388,16065,3446596,678791
1241,21033,201.494700,249.7,276.2,17920,14217,16448,4474633,3926757
1242,21034,639.417000,1056.8,1116.1,16436,12998,15108,17370016,14507556
1243,21035,322.146800,72.2,1.7,15681,12494,15637,1132171,21239
1244,21036,290.883000,55.1,11.3,16519,13329,16171,910172,150618
1245,21037,512.443700,0.0,0.0,14036,11187,0,0,0
1246,21038,357.259000,28.6,0.0,15481,12364,15481,442761,0
1247,21039,413.954000,0.0,0.0,16025,12678,0,0,0
1248,21040,302.517000,209.7,25.9,16353,12936,16119,3429253,335045
1249,21041,318.350500,8.8,0.0,16156,12719,16156,142175,0
1250,21042,385.625600,0.0,42.9,15671,12262,12262,0,526051
1251,21043,164.657700,0.0,55.3,16170,12670,12670,0,700657
1252,21044,244.871000,144.8,12.5,16932,13241,16751,2451791,165506
1253,21045,329.072000,53.1,245.2,17922,13929,14992,951685,3415332
1254,21046,1112.725000,2.0,828.3,18048,13969,13985,36097,11570210
1255,21047,227.906900,9.2,206.0,18511,14307,14600,170301,2947341
1256,21048,120.339000,0.0,42.5,17767,13589,13589,0,577540
1257,21049,125.193800,340.5,236.9,18169,14160,16993,6186576,3354460
1258,21050,177.923500,650.7,556.8,17485,13605,16174,11377757,7575273
1259,21051,312.638000,111.4,84.5,17130,13358,15955,1908226,1128765
1260,21052,345.095000,36.8,166.9,18377,13912,15117,676267,2321963
1261,21053,176.455000,178.9,186.6,19507,14855,17723,3489805,2772004
1262,21054,127.646500,7.0,248.3,19599,14853,15067,137194,3687995
1263,21055,198.514000,2.0,131.8,19285,14821,14932,38570,1953390
1264,21056,315.720000,7.0,617.0,19450,14976,15059,136151,9240044
1265,21057,103.865000,127.3,92.7,20420,15704,18991,2599411,1455745
1266,21058,80.051500,205.7,277.9,20159,15331,18005,4146690,4260607
1267,21059,108.905000,309.9,537.2,20069,15169,17578,6219413,8148882
1268,21060,79.775000,60.1,809.3,19007,14254,14780,1142336,11535758
1269,21061,429.163000,193.8,439.6,19257,14370,16446,3731931,6316903
1270,21062,490.930700,25.0,1.9,15948,12490,15798,398699,23731
1271,21063,360.181500,519.2,137.4,16670,13036,16174,8654916,1791152
1272,21064,337.402000,7.0,22.1,17404,13462,14829,121828,297518
1273,21065,420.774000,87.1,110.8,18025,13909,16249,1569936,1541104
1274,21066,346.004000,362.0,58.7,18868,14582,18490,6830039,855961
1275,21067,203.540000,416.9,406.4,19584,14891,17858,8164540,6051743
1276,21068,48.076000,204.6,106.6,20464,15774,19352,4186993,1681487
1277,21069,54.744700,180.0,154.9,19283,14659,17715,3470955,2270716
1278,21070,63.795600,167.3,144.1,19280,14542,17672,3225573,2095540
1279,21071,46.375000,149.4,922.4,19074,14211,15249,2849633,13108217
1280,21072,39.541000,109.3,986.4,19832,14812,15598,2167656,14610619
1281,21073,292.206000,209.3,485.7,18672,14270,16116,3908064,6931115
1282,21074,305.418000,565.4,94.5,18950,14385,18536,10714250,1359401
1283,21075,51.010000,141.7,0.0,19491,14821,19491,2761930,0
1284,21076,57.457900,210.1,22.4,18591,13989,18315,3905888,313347
1285,21077,78.049900,14.0,1494.8,19163,14406,14479,268278,21533634
1286,21078,44.161000,97.3,185.8,19045,14165,16446,1853048,2631795
1287,21079,57.840800,128.3,301.4,19903,14835,16945,2553536,4471153
1288,21080,42.308600,135.5,18.4,18389,13715,18039,2491739,252353
1289,21081,52.729000,182.1,20.1,18682,13912,18387,3401957,279631
1290,21082,43.036700,164.4,614.0,18699,13797,15315,3074045,8471274
1291,21083,56.331900,198.6,340.1,19482,14417,16923,3869168,4903390
1292,21084,41.471000,158.6,25.0,19444,14669,19034,3083819,366732
1293,21085,54.351000,179.2,87.2,19839,14832,18713,3555155,1293323
1294,21086,53.468000,217.9,679.3,18886,13970,15689,4115162,9489741
1295,21087,90.930000,168.4,755.3,18470,13591,14918,3110312,10265124
1296,21088,264.021000,122.6,11.8,19086,14147,18818,2339977,166937
1297,21089,43.136700,73.2,18.1,19743,14919,19123,1445215,270029
1298,21090,143.027000,269.2,54.4,19590,14790,19074,5273590,804599
1299,21091,100.819000,68.5,271.5,19601,14751,16193,1342692,4005007
1300,21092,53.735000,201.5,70.3,18291,13503,17466,3685565,949248
1301,21093,142.306000,212.2,109.0,19927,14821,18729,4228477,1615479
1302,21094,161.156000,267.2,381.9,19557,14642,17295,5225688,5591721
1303,21095,127.085900,280.1,72.9,18541,14038,17936,5193473,1023405
1304,21096,128.078800,186.9,67.9,18784,14259,17978,3510766,968160
1305,21097,294.136000,1.0,996.9,19608,14972,14979,19608,14925102
1306,21098,309.796000,138.7,1004.0,19043,14480,15338,2641315,14537537
1307,21099,1905.046000,31.9,1.9,16633,12535,16492,530583,23817
1308,21100,1076.588000,158.4,31.3,13527,10450,13203,2142740,327078
1309,21101,967.642000,0.0,0.0,14234,10997,0,0,0
1310,21102,876.271200,0.0,0.0,13787,10904,0,0,0
1311,21103,638.397000,1.4,0.0,14770,11625,14770,20678,0
1312,21104,440.233000,10.2,0.0,14818,11548,14818,151147,0
1313,21105,55.909900,29.2,7.7,5387,4938,5326,157305,38020
1314,21106,112.353000,43.2,6.6,5324,4871,5286,230003,32149
1315,21107,73.994000,23.7,0.0,4792,4438,4792,113569,0
1316,21108,74.114000,34.3,11.9,5351,4921,5278,183554,58564
1317,21109,182.197700,50.1,0.0,5218,4807,5218,261428,0
1318,21110,148.571000,25.6,1.4,4850,4489,4839,124159,6284
1319,21111,175.886000,0.0,52.0,5456,4934,4934,0,256589
1320,21112,384.954000,0.0,8.8,6342,5705,5705,0,50207
1321,21113,324.344000,2.2,8.7,7038,6347,6553,15484,55222
1322,21114,147.584000,8.4,0.0,5335,4931,5335,44816,0
1323,21115,167.671800,116.4,48.5,7566,6806,7415,880679,330089
1324,21116,54.719700,62.6,31.5,7607,6833,7428,476192,215236
1325,21117,56.502000,5.5,0.0,5769,5305,5769,31727,0
1326,21118,78.822500,82.3,6.0,5574,5138,5556,458721,30825
1327,21119,104.042000,97.0,12.7,5565,5130,5533,539780,65151
1328,21120,103.665900,103.9,108.6,7339,6613,7060,762520,718189
1329,21121,99.656000,136.4,119.9,7350,6613,7096,1002518,792940
1330,21122,176.184000,93.1,20.0,6982,6282,6902,650024,125639
1331,21123,73.552600,0.0,24.6,8315,7439,7439,0,182993
1332,21124,46.039000,47.0,6.0,8046,7213,7987,378141,43278
1333,21125,50.814000,42.9,40.0,7816,7009,7527,335294,280365
1334,21126,80.446000,98.8,175.4,7538,6760,7138,744800,1185671
1335,21127,201.751500,15.6,0.0,8520,7563,8520,132918,0
1336,21128,337.362600,14.2,0.0,8647,7662,8647,122780,0
1337,21129,278.448000,64.5,6.8,8822,7830,8763,569011,53244
1338,21130,303.986000,17.6,0.0,6142,5605,6142,108099,0
1339,21131,179.567000,63.3,30.5,8061,7221,7873,510252,220253
1340,21132,86.447000,63.7,68.7,7942,7118,7619,505902,488998
1341,21133,451.135000,47.4,22.1,6936,6244,6785,328766,137996
1342,21134,295.024000,1.6,0.0,6270,5666,6270,10032,0
1343,21135,1007.968000,0.0,0.0,5671,5158,0,0,0
1344,21136,64.844000,0.0,0.0,2710,2326,0,0,0
1345,21137,550.455000,53.8,170.8,2405,2027,2158,129381,346283
1346,21138,169.742000,11.9,80.7,2677,2296,2371,31856,185262
1347,21139,777.741000,8.5,0.0,2190,1864,2190,18611,0
1348,21140,385.982000,21.4,159.7,2229,1779,1861,47703,284081
1349,21141,106.015900,51.5,13.1,13297,10266,12897,684783,134479
1350,21142,208.056000,106.2,2.6,12966,10012,12924,1377020,26032
1351,21143,114881.995000,7.5,0.0,12,16,12,87,0
1352,21144,105256.169000,2.0,0.0,167,199,167,335,0
1353,21145,16726.294000,24.8,2.0,280,323,282,6948,646
1354,21146,15434.411000,21.1,16.6,1040,1126,1067,21936,18694
1355,21147,20250.182000,117.5,72.5,1194,1232,1204,140246,89323
1356,21148,41328.819000,94.1,83.8,685,683,684,64449,57239
1357,21149,24858.099000,96.5,60.2,109,150,120,10499,9036
1358,21150,34071.143000,64.6,0.0,55,106,55,3564,0
1359,21151,69592.951000,13.6,0.0,21,38,21,289,0
1360,21152,196882.505000,9.1,0.0,1,4,1,13,0
1361,21153,60342.929000,0.0,0.0,0,0,0,0,0
1362,21154,31520.479000,1.4,0.0,2,1,2,2,0
1363,21155,224051.373000,1.0,0.0,749,710,749,749,0
1364,21156,115267.739000,1.0,427.2,2581,2045,2047,2581,873576
1365,21157,35020.534000,0.0,0.0,347,307,0,0,0
1366,21158,13162.869000,16.6,0.0,374,389,374,6212,0
1367,21159,9456.680000,27.6,0.0,2916,2407,2916,80475,0
1368,21160,24208.280000,9.2,0.0,3677,2973,3677,33826,0
1369,21161,15087.126000,27.6,1.2,2684,2216,2672,74087,2660
1370,21162,20974.334000,0.0,7.0,4996,4047,4047,0,28327
1371,21163,15378.837000,5.0,0.0,6795,5463,6795,33976,0
1372,21164,1655.069000,56.5,6.2,8517,6795,8411,481188,42131
1373,21165,2750.989000,18.6,29.0,4157,3319,3753,77322,96251
1374,21166,8972.881000,24.9,0.0,4400,3391,4400,109564,0
1375,21167,431.138500,0.0,0.0,13274,10246,0,0,0
1376,21168,419.136000,26.7,0.0,13035,10062,13035,348035,0
1377,21169,391.768000,2.1,0.0,12462,9697,12462,26171,0
1378,21170,1165.338000,1.5,0.0,11979,9335,11979,17969,0
1379,21171,516.369000,0.0,0.0,11582,9039,0,0,0
1380,21172,375.517700,2.8,0.0,12481,9635,12481,34947,0
1381,21173,332.178000,7.9,0.0,12192,9417,12192,96320,0
1382,21174,1174.605000,0.0,0.0,13647,10490,0,0,0
1383,21175,1737.836000,6.8,3.7,6999,5403,6608,47592,19993
1384,21176,3127.065000,2.2,0.0,9684,7462,9684,21305,0
1385,21177,851.611000,7.3,1.6,15755,12122,15335,115014,19395
1386,21178,26746.583000,1.0,0.0,11296,8627,11296,11296,0
1387,21179,6247.036000,7.0,0.0,13140,9656,13140,91982,0
1388,21180,1315.128000,15.3,4.1,16401,11949,15787,250928,48990
1389,21181,1087.370000,1.9,1.9,16158,12314,14722,30700,23397
1390,21182,731.068000,17.9,4.3,16546,12851,16083,296173,55260
1391,21183,484.803000,113.6,10.8,16271,12584,16073,1848389,135907
1392,21184,1129.407000,14.9,0.0,15520,12016,15520,231251,0
1393,21185,858.801000,5.8,16.7,9031,6988,7740,52381,116704
1394,21186,949.089000,0.0,0.0,7743,5980,0,0,0
1395,21187,1347.231000,9.2,0.0,11234,8975,11234,103353,0
1396,21188,839.922000,12.6,0.0,13781,10909,13781,173638,0
1397,21189,2062.292000,2.9,0.0,13318,10456,13318,38621,0
