TAZID,CO_TAZID,DEVACRES,HH,JOB,AUTO_JB,AUTO_HH,TRAN_JB,TRAN_HH,COMP_AUTO,COMP_TRAN,AUTO_JB_WT,AUTO_HH_WT,TRAN_JB_WT,TRAN_HH_WT
649,110649,109.430000,482.5,109.7,273934,135876,10440,5274,258518,9863,132173045,14905591,5037294,578564
650,110650,631.990000,1491.0,293.8,244183,122416,3563,2214,232220,3431,364076285,35965841,5312979,650379
651,110651,183.680000,459.7,41.2,268244,132919,6574,3579,261855,6432,123311769,5476265,3021906,147475
652,110652,369.880000,1066.8,23.2,292738,138233,7181,3057,290903,7132,312293397,3206996,7660400,70913
653,110653,583.880000,1511.2,716.0,242732,118613,3317,1568,216968,2954,366816248,84926618,5012487,1122706
654,110654,915.130000,690.2,39.7,180283,91650,0,0,177551,0,124431328,3638510,0,0
655,350655,486.050000,0.0,0.0,195323,82575,0,0,0,0,0,0,0,0
656,350656,701.910000,0.0,0.0,218058,92556,0,0,0,0,0,0,0,0
657,350657,531.280000,0.0,0.0,225453,95818,0,0,0,0,0,0,0,0
658,350658,452.740000,0.0,0.0,255546,108623,0,0,0,0,0,0,0,0
659,350659,1009.080000,0.0,84.3,260554,110777,0,0,110777,0,0,9338531,0,0
660,350660,302.860000,0.0,273.8,259807,110455,0,0,110455,0,0,30242536,0,0
661,350661,903.160000,0.0,0.0,218939,92006,0,0,0,0,0,0,0,0
662,350662,933.040000,0.0,718.0,298759,127365,2150,43,127365,43,0,91448350,0,30554
663,350663,523.770000,0.0,254.0,333003,142290,3099,61,142290,61,0,36141680,0,15472
664,350664,403.700000,0.0,5.0,272420,116017,0,0,116017,0,0,580086,0,0
665,350665,523.190000,0.0,8.2,311083,133322,0,0,133322,0,0,1093241,0,0
666,350666,394.250000,0.0,53.5,295923,126542,0,0,126542,0,0,6770009,0,0
667,350667,554.590000,0.0,15.3,339253,146278,0,0,146278,0,0,2238054,0,0
668,350668,820.560000,0.0,4733.0,329871,141380,14454,1476,141380,1476,0,669149203,0,6984333
669,350669,833.670000,0.0,12555.3,385372,167610,6564,924,167610,924,0,2104392589,0,11607340
670,350670,1052.380000,0.0,0.0,190232,91208,0,0,0,0,0,0,0,0
671,350671,1868.950000,0.0,0.0,137881,68076,0,0,0,0,0,0,0,0
672,350672,333.520000,0.0,0.2,251065,107292,0,0,107292,0,0,21458,0,0
673,350673,610.860000,0.0,0.0,194244,95282,0,0,0,0,0,0,0,0
674,350674,639.500000,0.0,0.0,215906,108779,0,0,0,0,0,0,0,0
675,350675,445.090000,0.0,7.5,303702,130578,0,0,130578,0,0,979339,0,0
676,350676,264.530000,0.0,12.2,308762,133395,0,0,133395,0,0,1627425,0,0
677,350677,220.830000,0.0,17.3,309969,133635,0,0,133635,0,0,2311886,0,0
678,350678,349.420000,0.0,607.3,285242,124061,0,0,124061,0,0,75342207,0,0
679,350679,261.970000,0.0,0.0,294715,129011,0,0,0,0,0,0,0,0
680,350680,689.160000,0.0,91.2,311434,139109,0,0,139109,0,0,12686749,0,0
681,350681,618.870000,1.0,88.2,263711,130805,0,0,133476,0,263711,11537013,0,0
682,350682,327.120000,0.0,0.0,267170,132531,0,0,0,0,0,0,0,0
683,350683,502.630000,1.0,139.3,318781,144113,1949,416,146352,435,318781,20075002,1949,57882
684,350684,310.200000,9.0,83.2,251049,124546,0,0,145247,0,2259439,10362256,0,0
685,350685,240.650000,1.0,282.3,256425,127183,0,0,128006,0,256425,35903856,0,0
686,350686,569.860000,0.0,18.8,193306,92629,0,0,92629,0,0,1741429,0,0
687,350687,582.490000,0.0,228.0,225128,109902,0,0,109902,0,0,25057697,0,0
688,350688,252.020000,0.0,0.0,168894,81008,0,0,0,0,0,0,0,0
689,350689,281.420000,0.0,0.0,186273,91512,0,0,0,0,0,0,0,0
690,350690,723.690000,0.0,0.0,185481,91126,0,0,0,0,0,0,0,0
691,350691,211.190000,6.0,56.0,252120,128254,2728,3602,148362,3460,1512721,7182202,16369,201725
692,350692,348.590000,0.0,0.0,214644,114999,1954,2102,0,0,0,0,0,0
693,350693,497.610000,0.0,0.0,178234,96385,0,0,0,0,0,0,0,0
694,350694,285.720000,0.0,0.0,204808,110074,0,0,0,0,0,0,0,0
695,350695,301.090000,398.0,197.2,226772,116450,2269,2870,203050,2398,90255368,22963992,902890,566047
696,350696,315.670000,1337.0,711.8,233830,122824,2065,2274,208587,2112,312631151,87426213,2760738,1618547
697,350697,290.960000,895.2,38.5,222836,122398,3278,2507,220503,3260,199482738,4712317,2934063,96527
698,350698,161.320000,735.0,234.0,221088,124639,4777,4450,206653,4728,162499887,29165633,3511438,1041339
699,350699,181.410000,285.0,5.8,266642,136082,2541,3108,265189,2547,75992905,789277,724074,18025
700,350700,197.780000,6.3,2.8,283631,141811,0,0,255657,0,1786875,397072,0,0
701,350701,218.750000,390.0,0.0,263307,134846,0,0,263307,0,102689591,0,0,0
702,350702,139.110000,253.7,237.3,256947,134109,2530,3058,215076,2710,65187358,31824127,641961,725605
703,350703,237.820000,593.2,0.0,255801,132410,1537,1614,255801,1537,151740938,0,911992,0
704,350704,159.490000,750.0,710.0,235673,128647,4362,4562,198903,4431,176754660,91339400,3271378,3239115
705,350705,321.880000,962.7,139.2,237457,128276,3743,3931,229375,3757,228599796,17855997,3603707,547248
706,350706,529.720000,62.5,785.8,258391,129381,0,0,145607,0,16149453,101667843,0,0
707,350707,220.470000,431.8,0.0,271517,140664,0,0,271517,0,117241170,0,0,0
708,350708,113.590000,97.0,0.0,253059,134206,3398,1583,253059,3398,24546732,0,329650,0
709,350709,232.600000,493.7,130.5,261783,138385,1735,1934,246049,1760,129242375,18059220,856473,252328
710,350710,177.020000,389.2,0.0,228993,128143,4462,2730,228993,4462,89124156,0,1736548,0
711,350711,321.140000,962.8,36.3,245519,134454,4606,4608,243251,4606,236385490,4880675,4434508,167286
712,350712,251.340000,684.8,156.5,230268,129777,5867,5524,218996,5828,157687754,20310157,4017534,864521
713,350713,124.820000,0.0,0.0,171530,102006,0,0,0,0,0,0,0,0
714,350714,216.420000,0.0,0.0,169048,101666,0,0,0,0,0,0,0,0
715,350715,454.180000,7.2,7.8,198431,116959,1711,1665,167913,1694,1428701,912281,12318,12989
716,350716,540.340000,2.0,0.3,201640,122173,0,0,195554,0,403280,36652,0,0
717,350717,89.050000,210.0,1714.0,227055,126711,5412,6021,144914,5911,47681515,217182393,1136562,10320056
718,350718,187.970000,550.5,154.2,231039,126265,4049,4346,216989,4089,127186888,19470055,2229166,670155
719,350719,133.530000,439.3,198.5,242374,133689,4377,4353,220650,4373,106474883,26537244,1923012,864065
720,350720,91.640000,324.5,0.0,216405,124611,3357,3401,216405,3357,70223279,0,1089277,0
721,350721,208.650000,458.8,0.2,202037,117987,1807,1958,202017,1807,92694602,23597,829128,392
722,350722,255.170000,42.3,62.2,209038,122718,0,0,170331,0,8842319,7633080,0,0
723,350723,316.120000,659.2,316.2,237700,132161,4969,5105,215578,4998,156692023,41789312,3275736,1614346
724,350724,151.790000,516.8,0.0,226068,131356,2288,2387,226068,2288,116831950,0,1182552,0
725,350725,175.710000,525.5,0.3,222206,132934,1149,1307,222178,1149,116769270,39880,603635,392
726,350726,387.270000,981.3,300.2,225331,133035,4656,4794,211979,4676,221117406,39937029,4569235,1439270
727,350727,244.970000,766.7,94.0,224353,139411,7993,6846,218961,7920,172011310,13104649,6128077,643519
728,350728,719.490000,0.0,0.0,206775,121562,0,0,0,0,0,0,0,0
729,350729,511.900000,0.0,4.5,189498,115339,0,0,115339,0,0,519028,0,0
730,350730,101.990000,204.2,46.7,226959,137479,0,0,216915,0,46344933,6420260,0,0
731,350731,518.160000,1.0,0.0,198197,124847,0,0,198197,0,198197,0,0,0
732,350732,221.510000,703.5,3.3,216415,136653,0,0,216209,0,152248051,450954,0,0
733,350733,531.580000,0.0,732.7,203246,131168,0,0,131168,0,0,96106904,0,0
734,350734,569.440000,0.0,1206.3,206180,135914,0,0,135914,0,0,163952467,0,0
735,350735,135.810000,0.0,759.3,214288,138924,0,0,138924,0,0,105485234,0,0
736,350736,988.510000,0.0,4.0,270470,125373,0,0,125373,0,0,501492,0,0
737,350737,1209.300000,111.0,217.5,306913,143257,0,0,221812,0,34067310,31158311,0,0
738,350738,482.310000,225.8,2.2,300796,138347,0,0,299926,0,67919711,304364,0,0
739,350739,468.920000,0.0,716.2,364787,169129,3152,1257,169129,1257,0,121130043,0,900620
740,350740,327.060000,0.0,805.0,373554,173823,1247,520,173823,520,0,139927295,0,418544
741,350741,2327.780000,0.0,2519.0,264227,122502,0,0,122502,0,0,308581866,0,0
742,350742,2036.960000,0.0,11410.3,251160,107479,16046,3902,107479,3902,0,1226373203,0,44519801
743,350743,187.020000,0.0,0.0,400291,175739,3150,433,0,0,0,0,0,0
744,350744,250.270000,0.0,0.0,393876,172683,3939,943,0,0,0,0,0,0
745,350745,702.800000,8.0,2903.5,379627,172749,6499,1261,173775,1287,3037020,501577526,51988,3660794
746,350746,376.970000,0.0,8095.3,385360,171917,17051,5112,171917,5112,0,1391720956,0,41383674
747,350747,116.850000,0.0,296.3,380040,166056,27081,6077,166056,6077,0,49202377,0,1800744
748,350748,501.460000,1989.5,383.5,378510,172519,11759,2916,358672,10908,753045928,66161042,23395267,1118112
749,350749,123.910000,153.5,9.8,381725,175553,9856,3569,374695,9642,58594725,1720418,1512892,34980
750,350750,70.560000,392.8,324.3,388298,175841,10823,3689,321714,8587,152523571,57025339,4251384,1196350
751,350751,192.620000,58.3,72.2,378205,172502,2703,1296,294604,2131,22049334,12454636,157586,93540
752,350752,189.680000,649.7,222.0,407196,186420,4916,2250,372116,4493,264555463,41385134,3194011,499606
753,350753,127.860000,428.8,41.7,422478,193797,1537,1119,410810,1515,181158625,8081323,658883,46673
754,350754,207.010000,781.3,116.8,385793,175573,5282,2370,369745,5060,301420377,20506894,4126757,276798
755,350755,253.440000,1399.2,408.5,445394,203725,646,985,411807,693,623194634,83221632,903672,402343
756,350756,110.800000,537.5,38.8,407818,186406,14798,4078,399321,14387,219202131,7232565,7954030,158225
757,350757,194.000000,1009.8,2372.3,398491,176478,32808,7081,273054,18272,402396361,418658504,33129033,16797230
758,350758,139.610000,39.7,688.2,412116,182982,45902,10251,204631,13619,16360989,125928464,1822298,7054544
759,350759,144.460000,253.7,2123.5,403115,178596,36412,8484,218492,13447,102270236,379247974,9237728,18015551
760,350760,178.820000,512.2,14.0,392379,177598,315,1192,389182,329,200976733,2486367,161595,16686
761,350761,227.840000,918.0,108.8,455403,206160,17519,4382,440076,16711,418059846,22430257,16082749,476794
762,350762,68.770000,8.2,52.2,401972,177211,38740,8750,226943,15385,3296172,9250413,317666,456737
763,350763,28.620000,107.3,77.8,416955,185979,33208,8201,350859,26052,44739226,14469131,3563238,638044
764,350764,66.040000,164.3,366.2,416562,185143,42495,10019,288813,24568,68441120,67799436,6981987,3669085
765,350765,175.030000,128.3,1081.3,412336,182079,37009,8061,222764,13176,52902722,196882500,4748210,8716322
766,350766,96.470000,86.5,1123.8,409302,179864,34233,7670,207903,10916,35404629,202131412,2961142,8619292
767,350767,43.350000,97.7,325.3,412005,182195,30673,7344,263091,15556,40252879,59267963,2996794,2388924
768,350768,30.450000,41.3,214.5,415121,183457,52801,12404,243296,22839,17144483,39351518,2180688,2660640
769,350769,46.000000,85.8,190.3,407148,179852,34287,8139,281951,19884,34933261,34225874,2941860,1548761
770,350770,692.320000,0.0,1683.0,350236,153295,0,0,153295,0,0,257994817,0,0
771,350771,444.700000,1.0,3111.0,357564,156195,0,0,156312,0,357564,485923350,0,0
772,350772,966.670000,0.0,654.2,319649,137464,0,0,137464,0,0,89928659,0,0
773,350773,160.860000,1.0,638.5,352989,160041,0,0,160586,0,352989,102186064,0,0
774,350774,264.200000,0.0,138.5,328525,145500,0,0,145500,0,0,20151785,0,0
775,350775,307.270000,4.0,0.0,361003,162965,0,0,361003,0,1444013,0,0,0
776,350776,418.320000,0.0,3954.7,395438,177368,0,0,177368,0,0,701437047,0,0
777,350777,629.310000,1.0,954.3,367607,158728,0,0,159123,0,367607,151474206,0,0
778,350778,266.540000,1.0,357.5,422100,185828,0,0,187017,0,422100,66433448,0,0
779,350779,378.630000,5.0,2414.2,460781,205858,28050,7930,206809,8005,2303905,496982005,140252,19145218
780,350780,599.410000,1.0,3867.2,375399,167068,6438,1394,167165,1397,375399,646085396,6438,5392443
781,350781,182.980000,1.0,1067.8,422786,190280,3992,810,190673,815,422786,203180914,3992,864796
782,350782,411.870000,0.0,2964.0,416469,189443,14230,3043,189443,3043,0,561507726,0,9018118
783,350783,251.870000,0.0,1297.0,428599,196015,23056,6397,196015,6397,0,254231471,0,8296613
784,350784,236.090000,1219.5,151.3,422250,187169,33989,8418,407161,32347,514934349,28318667,41449310,1273627
785,350785,198.910000,1092.2,69.0,455784,203808,30834,7942,447280,30062,497807500,14062744,33677265,547977
786,350786,143.230000,555.0,12.0,450317,200502,21795,5443,447366,21601,249925696,2406024,12096017,65311
787,350787,143.050000,372.8,142.2,433623,192084,45213,11000,391558,39254,161654793,27314398,16855335,1564242
788,350788,239.000000,666.7,308.5,436422,194360,38651,8434,387111,32495,290962404,59960116,25768439,2601926
789,350789,204.110000,669.5,231.2,423347,191761,27469,7424,386220,24255,283430542,44335175,18390316,1716389
790,350790,178.090000,673.5,142.0,462954,209231,22328,5939,436466,20617,311799413,29710869,15038126,843370
791,350791,130.470000,297.0,38.3,446179,202131,39544,9596,429937,37551,132515126,7741634,11744568,367530
792,350792,54.010000,136.2,329.0,453196,204789,34291,9245,311151,19970,61725238,67375582,4670502,3041756
793,350793,105.720000,0.0,434.7,449102,205030,27131,7750,205030,7750,0,89126545,0,3369044
794,350794,176.820000,0.0,0.0,359126,169289,7837,1683,0,0,0,0,0,0
795,350795,632.950000,0.0,6176.8,352136,159930,4832,1013,159930,1013,0,987854715,0,6258699
796,350796,651.830000,0.0,6423.5,340299,155173,3940,664,155173,664,0,996751886,0,4267274
797,350797,657.620000,0.0,7746.8,374682,167891,7518,1643,167891,1643,0,1300620649,0,12731812
798,350798,367.980000,0.0,4608.2,406354,185456,16494,3584,185456,3584,0,854619714,0,16516367
799,350799,275.290000,0.0,2809.8,422651,193394,25308,4468,193394,4468,0,543399371,0,12555556
800,350800,410.370000,1.0,5932.2,429153,196712,30402,7375,196782,7382,429153,1166932077,30402,43747563
801,350801,258.630000,941.5,518.3,428946,195377,27730,7231,374446,22947,403852722,101263915,26107791,3747813
802,350802,200.040000,1.0,1095.7,432985,201148,25849,6222,201530,6254,432985,220398272,25849,6817002
803,350803,83.390000,0.0,391.0,426651,194397,17058,4185,194397,4185,0,76009346,0,1636401
804,350804,209.220000,342.0,1012.2,453440,207108,34909,10160,300547,19548,155076354,209634901,11938904,10283569
805,350805,127.950000,0.0,1489.3,454896,207715,23033,6804,207715,6804,0,309349810,0,10133563
806,350806,328.320000,18.2,3423.0,462053,215069,25690,5738,217421,5928,8409372,736179615,467562,19641979
807,350807,75.900000,0.0,329.7,431142,197152,10571,2160,197152,2160,0,65000972,0,712088
808,350808,175.470000,1.0,64.2,332639,164909,4455,2082,169505,2147,332639,10587146,4455,133688
809,350809,69.410000,359.5,236.5,275867,141326,12059,5611,239984,10340,99174033,33423569,4335360,1327024
810,350810,102.310000,292.3,393.0,274507,146591,10602,5761,219966,8538,80238537,57610327,3098894,2263883
811,350811,88.160000,57.3,981.2,253819,144131,10164,8584,154611,8735,14543852,141421716,582372,8422281
812,350812,441.140000,9.8,5557.0,284769,140095,0,0,140555,0,2790731,778507552,0,0
813,350813,252.930000,1.0,4680.5,345845,164583,3069,928,164653,929,345845,770330224,3069,4345152
814,350814,268.490000,1.8,3650.7,286655,144924,9231,3168,145050,3173,515979,529073345,16617,11564672
815,350815,136.290000,0.0,7173.2,324207,160575,9404,3220,160575,3220,0,1151838484,0,23096062
816,350816,257.440000,0.0,3056.8,351460,171050,12192,4240,171050,4240,0,522866765,0,12960507
817,350817,408.900000,1047.7,1604.3,236448,128926,7365,4187,187154,5908,247727040,206835221,7716802,6716710
818,350818,69.370000,286.7,0.0,253278,138482,9647,7038,253278,9647,72614827,0,2765912,0
819,350819,385.900000,665.2,3438.8,274266,146020,10905,6874,179261,7919,182441469,502133857,7254269,23639554
820,350820,81.250000,237.3,0.0,323674,167720,13885,8708,323674,13885,76807750,0,3294888,0
821,350821,334.490000,345.8,5244.8,369320,178114,10411,3967,198487,4654,127710999,934174568,3599953,20806223
822,350822,313.040000,1.0,3223.0,370151,177682,8101,2875,177790,2878,370151,572669732,8101,9266997
823,350823,154.700000,0.0,1102.7,373483,178770,0,0,178770,0,0,197129632,0,0
824,350824,52.560000,0.0,369.0,339413,171803,21460,8437,171803,8437,0,63395288,0,3113319
825,350825,199.340000,1260.2,279.2,345542,174124,19596,7009,326836,18222,435451602,48615527,24694688,1956956
826,350826,150.490000,513.8,514.7,362832,180948,14620,6817,298003,11839,186422911,93133861,7511726,3508843
827,350827,86.120000,565.8,3.2,385534,189400,16912,7289,384922,16882,218135037,606079,9568948,23326
828,350828,49.850000,167.5,112.2,330792,172837,19457,10157,288104,16944,55407679,19392296,3259075,1139640
829,350829,161.060000,760.2,695.5,342033,176914,17083,9609,286568,14573,260013307,123043395,12986832,6682934
830,350830,160.670000,552.8,716.7,366845,187647,23292,11156,292027,18225,202792029,134486357,12875655,7995511
831,350831,84.930000,404.7,56.0,379594,192154,26946,13035,366273,25957,153621539,10760615,10904884,729963
832,350832,342.240000,0.0,8417.7,399607,186744,19283,6405,186744,6405,0,1571953545,0,53913364
833,350833,131.860000,124.8,1406.5,375362,181184,36477,11770,208039,15187,46845179,254835872,4552370,16554591
834,350834,61.630000,175.8,930.5,414856,197112,46957,15290,252570,23355,72931744,183412921,8255017,14226958
835,350835,119.570000,567.5,2800.0,381373,187337,37887,12037,239388,18971,216428914,524544150,21500734,33703878
836,350836,81.850000,0.0,1569.7,399733,200075,34175,11923,200075,11923,0,314057701,0,18715189
837,350837,153.310000,505.8,1457.2,404891,201845,33906,13262,280157,21224,204793834,294129188,17149641,19325682
838,350838,391.320000,812.5,4768.7,404127,189732,35512,10048,240239,16046,328353188,904776459,28853376,47913696
839,350839,152.130000,367.2,127.7,402480,193940,39807,12339,368850,35378,147790476,24766082,14617288,1575690
840,350840,193.740000,33.2,89.3,356334,168352,17305,5471,243936,10229,11830298,15033835,574528,488556
841,350841,174.170000,625.5,352.7,396123,195832,31333,12955,348522,26965,247774764,69070023,19598505,4569112
842,350842,186.010000,0.0,1961.0,459201,216512,26751,7588,216512,7588,0,424580286,0,14879818
843,350843,355.270000,0.0,1733.8,418357,196368,17583,4937,196368,4937,0,340463679,0,8559405
844,350844,178.530000,0.0,608.8,418714,196816,6341,1805,196816,1805,0,119821635,0,1099054
845,350845,173.290000,272.7,1893.0,416762,202245,19908,7723,246587,10241,113650918,382850538,5428812,14618989
846,350846,251.980000,0.0,340.8,395805,190667,25804,10052,190667,10052,0,64979293,0,3425692
847,350847,178.230000,284.7,567.2,260868,146695,10152,8430,201026,9249,74269233,83205460,2890197,4781461
848,350848,143.940000,491.0,225.8,250876,139878,10437,8889,228375,10123,123179937,31584445,5124327,2007094
849,350849,192.930000,358.3,718.0,237369,142943,6901,6858,187739,6878,85049490,102632739,2472518,4923949
850,350850,320.760000,714.0,633.7,241542,144782,8091,7976,209692,8053,172461297,91748172,5777290,5054182
851,350851,321.310000,1034.8,108.0,253805,150183,11585,9961,248152,11496,262637557,16219728,11988053,1075829
852,350852,322.510000,1591.0,1701.3,272590,148226,9792,7976,226383,9117,433690189,252176385,15578711,13569932
853,350853,111.310000,684.2,301.3,298631,158248,14106,9270,271145,13159,204323319,47680219,9651084,2792974
854,350854,125.190000,364.0,220.7,252916,144477,11033,9039,225692,10532,92061373,31886083,4016056,1994847
855,350855,160.390000,439.8,658.5,279144,154241,11939,7899,222576,10109,122767570,101567387,5250780,5201534
856,350856,88.370000,220.0,269.2,282905,155120,10659,6677,231341,9052,62239011,41758266,2345005,1797433
857,350857,196.320000,586.8,67.2,268989,157010,7095,6995,262322,7089,157842954,10551046,4163196,470080
858,350858,160.850000,502.0,64.8,293775,167823,6714,5328,285385,6622,147474952,10874960,3370674,345268
859,350859,86.410000,225.8,9.3,312231,177090,8189,6434,309222,8150,70501811,1646936,1848986,59835
860,350860,72.110000,90.7,266.7,351410,186701,15802,8842,249431,11492,31872869,49793259,1433203,2358071
861,350861,160.540000,669.0,420.5,343265,180727,20315,11772,301349,18112,229644524,75995697,13590721,4950139
862,350862,74.310000,248.3,15.0,336641,185811,6666,5028,331766,6613,83587897,2787160,1655195,75413
863,350863,160.510000,413.0,70.5,355506,193346,14464,8991,341522,13992,146823864,13630885,5973657,633863
864,350864,82.080000,680.8,1682.0,373872,193713,35753,16585,269860,24687,254532203,325825311,24340685,27895655
865,350865,98.490000,333.3,175.2,354633,187106,35565,16652,316910,31306,118199201,32780945,11853677,2917356
866,350866,96.890000,297.5,2463.8,343643,177644,42788,20963,207400,24876,102233694,437678853,12729426,51649859
867,350867,140.150000,390.2,63.3,350309,187682,20539,11806,336924,19821,136690544,11880302,8014500,747329
868,350868,105.230000,319.5,61.0,356399,188741,22980,11871,340392,21920,113869516,11513183,7342181,724140
869,350869,66.850000,542.2,49.7,396053,200945,22088,10166,386643,21513,214740169,9986951,11976116,505260
870,350870,159.060000,500.5,891.7,398776,199919,25371,11602,300099,18539,199587595,178268141,12698009,10345927
871,350871,55.230000,109.8,6.7,382840,198483,17282,9150,376823,17016,42035778,1329833,1897525,61305
872,350872,161.210000,1404.0,417.2,378173,195381,22379,10753,352380,20739,530954511,81513098,31420311,4486116
873,350873,351.640000,1877.8,1025.0,375790,190154,23058,9918,332755,20012,705658521,194907557,43298716,10166155
874,350874,172.540000,1549.5,0.3,365714,185093,16941,7084,365695,16940,566673802,55528,26249557,2125
875,350875,333.360000,865.5,4247.2,399610,196206,30914,12502,250987,17461,345862588,833324150,26756137,53097521
876,350876,259.490000,391.3,2433.8,435884,213701,24724,9725,263756,13104,170561326,520104786,9674643,23668030
877,350877,211.860000,655.0,1459.7,394176,200378,26723,11213,287202,18162,258185299,292491734,17503577,16367699
878,350878,179.140000,330.7,545.7,225800,143126,7168,7403,186359,7280,74672142,78104084,2370456,4039649
879,350879,159.980000,367.8,53.5,228546,144168,8573,8549,222265,8571,84059210,7712981,3153097,457386
880,350880,134.330000,473.8,110.8,251395,153080,6979,7024,240139,6984,119110868,16961304,3306663,778238
881,350881,109.000000,352.3,84.3,220742,138328,7166,7171,211113,7167,77767493,11661011,2524729,604542
882,350882,237.760000,927.0,79.3,235708,148262,6941,6984,231759,6943,218501217,11757150,6434307,553841
883,350883,170.410000,518.8,2.8,250070,152425,6237,6415,249779,6237,129736215,426790,3235503,17962
884,350884,153.220000,416.3,175.5,256382,158028,9644,9351,237791,9589,106731849,27733827,4014809,1641139
885,350885,138.290000,404.2,276.7,284080,165247,7561,6300,251453,7214,114825031,45723792,3056015,1743117
886,350886,191.650000,746.5,370.0,278116,164927,5625,4975,253770,5485,207613488,61022949,4198760,1840824
887,350887,172.940000,868.3,499.2,281359,166632,6307,4848,253688,5956,244303835,83182852,5476772,2420311
888,350888,149.250000,360.0,1063.5,322254,185061,6452,5404,237161,5802,116011300,196811870,2322665,5746860
889,350889,160.770000,520.5,124.0,345181,192836,10855,7970,327451,10519,179666824,23911633,5649866,988311
890,350890,161.120000,522.0,27.3,339990,193683,10638,8141,335878,10568,177474653,5287542,5553223,222261
891,350891,159.190000,527.3,117.8,343350,188473,11759,8653,326324,11418,181048588,22202163,6200599,1019339
892,350892,157.400000,676.8,532.2,336735,191111,14062,10338,292609,12934,227902051,101709267,9517333,5502071
893,350893,187.380000,333.8,3397.0,336762,182970,12339,8249,206179,8866,112411031,621548959,4118902,28021257
894,350894,55.590000,272.3,0.0,380593,201379,17141,8905,380593,17141,103635515,0,4667375,0
895,350895,157.390000,370.5,437.0,370775,196502,22066,11400,301988,17856,137372248,85871202,8175574,4981716
896,350896,81.160000,304.0,0.0,382195,205279,15911,9331,382195,15911,116187216,0,4836950,0
897,350897,164.050000,179.5,1861.3,326173,173599,26669,14207,196260,16058,58548097,323119869,4787068,26443741
898,350898,381.240000,1226.0,562.7,363214,193145,28527,14179,328793,25623,445300493,108682726,34973729,7978654
899,350899,449.770000,1830.2,5950.2,353674,184922,12563,5839,245246,8243,647294294,1100324002,22992520,34744554
900,350900,146.680000,523.5,67.5,401113,213845,19563,10267,388652,18945,209982718,14434546,10241492,693017
901,350901,303.350000,2840.5,550.0,366457,193292,12791,5642,349712,12100,1040919825,106310537,36332549,3103195
902,350902,110.720000,0.0,1296.0,419413,214227,20642,9124,214227,9124,0,277637589,0,11824573
903,350903,114.270000,12.0,1054.8,410755,210200,26286,10879,214243,11190,4929063,221718678,315428,11475584
904,350904,67.180000,340.3,252.0,388287,201120,30057,11568,333918,24686,132134017,50682305,10228312,2915029
905,350905,88.960000,30.3,3438.5,406158,211782,30203,11908,214832,12195,12306591,728213935,915136,40946309
906,350906,60.830000,9.7,3.5,219610,141997,6039,6419,206702,6102,2130219,496989,58576,22467
907,350907,517.680000,211.2,1203.2,207616,137824,2775,3172,154643,3076,43848557,165829897,586067,3816581
908,350908,229.450000,830.7,13.2,211282,139320,5133,5687,210655,5138,175511757,1839025,4264369,75075
909,350909,164.000000,579.5,113.7,215128,143782,5404,5763,208146,5439,124666526,16348028,3131363,655286
910,350910,168.190000,446.0,404.0,229057,146014,7858,8475,201346,8064,102159467,58989660,3504725,3424101
911,350911,228.540000,917.2,163.7,240034,152830,6589,7272,232202,6651,220159300,25018336,6043846,1190348
912,350912,478.900000,1633.0,577.7,264000,163038,4655,4462,247484,4623,431112129,94186875,7601558,2577746
913,350913,170.920000,257.5,542.0,281594,170682,5882,5538,221942,5697,72510581,92509640,1514544,3001559
914,350914,60.730000,201.3,11.0,316512,186135,8602,6877,312688,8551,63713784,2047483,1731572,75652
915,350915,94.000000,449.3,76.7,303042,182308,8133,6287,292630,7974,136156784,13983027,3654288,482229
916,350916,229.110000,674.8,222.8,326796,190035,9061,7387,305685,8802,220521990,42339744,6114087,1645726
917,350917,92.320000,311.7,29.7,309888,185783,11199,8743,303677,11076,96592116,5517757,3490720,259660
918,350918,115.490000,275.2,29.5,329169,192602,16537,12291,321529,16299,90587441,5681765,4550995,362587
919,350919,204.890000,290.0,210.0,352490,200065,12908,9754,308912,12006,102222000,42013575,3743256,2048369
920,350920,184.590000,506.3,123.7,362399,204415,14945,10486,343599,14414,183482768,25286118,7566540,1297110
921,350921,134.420000,434.0,114.2,385905,211318,10019,6323,363732,9549,167482852,24132529,4348036,722134
922,350922,322.730000,1120.2,1347.5,354447,192978,16698,9323,289953,13753,397051463,260037183,18705362,12563227
923,350923,127.560000,908.3,263.8,341601,191172,15414,8976,320788,14523,310275783,50431156,14000555,2367821
924,350924,96.340000,3.0,2043.3,378187,207494,22786,13189,207946,13214,1134560,423971623,68357,26949177
925,350925,178.040000,518.0,397.2,391952,212616,20541,11123,338560,17737,203031184,84451114,10640437,4418180
926,350926,373.140000,768.0,16.2,379490,204693,11216,5612,377475,11152,291448303,3316026,8614067,90915
927,350927,169.620000,791.2,1425.3,399436,218571,21574,11811,309187,16702,316034039,311529776,17069200,16833928
928,350928,149.620000,239.0,0.2,379854,207922,11854,6150,379775,11851,90785198,41584,2833126,1230
929,350929,328.710000,1226.5,292.0,385413,203729,18553,7501,364280,17268,472708527,59488853,22755728,2190313
930,350930,171.600000,443.5,0.0,368242,198111,17666,8348,368242,17666,163315134,0,7835076,0
931,350931,318.470000,565.3,209.0,377211,199736,5464,2475,347091,4957,213237599,41744855,3088687,517324
